Trap Name,QR Code,Trap ID,Date,Lat,Long,Crop,Common Name,Scientific Name,Daily Average Count,Mid Thresh,High Thresh,Incremental Count,Cumulative Count,Actual Count,7 Day Cumulative
PSU_ADAMS_OFMCD_APPLES_3,TP862382065551201,4635,6/27/2024,39.972,-77.3055,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,33,5,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,5/13/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,50,45,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/7/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,67,6,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/18/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,71,0,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/19/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,71,0,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/20/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,72,1,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/21/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,72,1,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/22/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,72,1,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/23/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,72,1,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/24/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,72,1,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/25/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,72,1,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/26/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,72,1,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/27/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,73,2,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/28/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,73,0,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/29/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,73,0,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,6/30/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,74,1,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,7/12/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,76,1,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,7/13/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,77,2,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,7/14/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,77,1,1
Mt Ridge McCauslin OFM,TP862382065585316,4848,7/15/2024,39.9751,-77.3181,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,78,2,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/6/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,51,0,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/7/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,52,1,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/13/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,52,1,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/14/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,52,1,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/22/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,53,0,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/23/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,53,0,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/24/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,53,0,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/25/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,53,0,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/26/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,53,0,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/27/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,53,0,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,6/28/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,53,0,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,7/2/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,54,1,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,7/3/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,54,1,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,7/4/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,54,1,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,7/5/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,54,1,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,7/6/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,54,1,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,7/7/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,54,1,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,7/8/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,54,0,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,7/11/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,55,0,1
Garrettson Apple Blossom 2 OFM,TP864499062053151,5260,7/12/2024,39.9771,-77.2517,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,56,1,1
Mt Ridge Bens OFM 2,TP862382065576950,6145,6/15/2024,39.9782,-77.3276,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,135,12,1
Mt Ridge Bens OFM 2,TP862382065576950,6145,6/24/2024,39.9782,-77.3276,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,138,3,1
Garretson Cherry Blossom OFM 2,TP862382065554031,6147,4/30/2024,39.982,-77.2647,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,1,1
Garretson Cherry Blossom OFM 2,TP862382065554031,6147,5/1/2024,39.982,-77.2647,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,0,1
Garretson Cherry Blossom OFM 2,TP862382065554031,6147,5/2/2024,39.982,-77.2647,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,2,1,1
Garretson Cherry Blossom OFM 2,TP862382065554031,6147,5/7/2024,39.982,-77.2647,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,2,,1
Garretson Cherry Blossom OFM 2,TP862382065554031,6147,5/8/2024,39.982,-77.2647,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,2,,1
Garretson Cherry Blossom OFM 2,TP862382065554031,6147,5/9/2024,39.982,-77.2647,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,2,0,1
Garretson Cherry Blossom OFM 2,TP862382065554031,6147,5/25/2024,39.982,-77.2647,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,5,,1
Garretson Cherry Blossom OFM 2,TP862382065554031,6147,5/26/2024,39.982,-77.2647,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,0,1
Garretson Cherry Blossom OFM 2,TP862382065554031,6147,5/27/2024,39.982,-77.2647,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,5,,1
Garretson Cherry Blossom OFM 2,TP862382065554031,6147,5/28/2024,39.982,-77.2647,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,0,1
Mt Ridge Rex idared OFM,TP862382065563651,4842,4/14/2024,39.9821,-77.3168,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,1,1
Mt Ridge Rex idared OFM,TP862382065563651,4842,4/15/2024,39.9821,-77.3168,Apples,Oriental Fruit Moth,Grapholita molesta,3,0.57,1.14,3,4,4,1
Mt Ridge Rex idared OFM,TP862382065563651,4842,6/23/2024,39.9821,-77.3168,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,164,3,1
Mt Ridge Rex Shaffer Side OFM,TP862382065541012,4844,6/24/2024,39.9845,-77.3139,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,544,1,1
Mt Ridge Rex Shaffer Side OFM,TP862382065541012,4844,6/25/2024,39.9845,-77.3139,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,544,0,1
Mt Ridge Rex Shaffer Side OFM,TP862382065541012,4844,6/26/2024,39.9845,-77.3139,Apples,Oriental Fruit Moth,Grapholita molesta,4,0.57,1.14,4,548,4,1
Garretson Schoolhouse OFM,TP862382065574823,4749,4/2/2024,39.9854,-77.2445,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,1,,1
Garretson Schoolhouse OFM,TP862382065574823,4749,4/3/2024,39.9854,-77.2445,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,1,,1
Garretson Schoolhouse OFM,TP862382065574823,4749,4/4/2024,39.9854,-77.2445,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,1,,1
Garretson Schoolhouse OFM,TP862382065574823,4749,4/5/2024,39.9854,-77.2445,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,1,,1
Garretson Schoolhouse OFM,TP862382065574823,4749,4/6/2024,39.9854,-77.2445,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,0,1
Garretson Schoolhouse OFM,TP862382065574823,4749,4/7/2024,39.9854,-77.2445,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,0,1
Garretson Schoolhouse OFM,TP862382065574823,4749,4/8/2024,39.9854,-77.2445,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,2,1,1
Garretson Schoolhouse OFM,TP862382065574823,4749,4/9/2024,39.9854,-77.2445,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,4,3,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,4/4/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,4/5/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,1,,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,4/6/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,4/7/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,4/8/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,4/9/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,4/10/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,5/27/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,149,1,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,5/28/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,149,1,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,5/29/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,150,2,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,6/2/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,150,2,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,6/3/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,150,1,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,6/4/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,151,2,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,6/18/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,156,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,6/19/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,156,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,6/20/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,156,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,6/21/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,156,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,6/24/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,157,1,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,6/25/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,157,0,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,6/26/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,158,1,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,7/10/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,165,6,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,7/11/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,166,7,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,7/15/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,166,6,1
Garretson Mt Tabor Barn OFM,TP862382065554312,4754,7/16/2024,40.0014,-77.2553,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,166,6,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/11/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0.1667,0.57,1.14,,1,,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/12/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0.1667,0.57,1.14,,1,,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/13/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0.1667,0.57,1.14,,1,,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/14/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0.1667,0.57,1.14,,1,,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/15/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0.1667,0.57,1.14,,1,,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/16/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0.1667,0.57,1.14,1,2,2,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/18/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,2,2,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/19/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,2,2,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/20/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0.5,0.57,1.14,,2,,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/21/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0.5,0.57,1.14,1,3,3,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/24/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,4,3,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,4/29/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0.5,0.57,1.14,1,5,3,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,5/2/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,3,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,5/3/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,2,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,5/4/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,5,1,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,5/5/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,6,2,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,5/7/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,6,1,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,5/8/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,7,2,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,5/27/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,16,1,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,5/29/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,16,1,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,5/30/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,16,1,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,5/31/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,16,1,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,6/1/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,16,1,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,6/2/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,17,2,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,6/4/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,18,2,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,6/12/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,19,2,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,6/13/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,19,1,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,6/14/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,20,2,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,6/17/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,20,1,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,6/18/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,20,1,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,6/19/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,22,3,1
Mt Ridge PAA Reds OFM,TP862382065584830,4698,7/8/2024,40.0058,-77.2738,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,29,3,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,4/17/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,1,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,4/18/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,1,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,4/19/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,1,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,4/20/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,1,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,4/21/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,1,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,4/22/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,1,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,4/23/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,1,1,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,4/30/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,2,0.57,1.14,2,4,4,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,5/8/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,,5,,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/6/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,6,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/7/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,6,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/8/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,6,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/9/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,6,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/10/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,6,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/11/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,6,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/12/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,7,1,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/13/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/14/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/15/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/16/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,7,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/17/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,8,1,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/20/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,8,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/21/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,8,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/22/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,8,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/23/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,8,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/24/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,8,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,6/30/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,9,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,7/1/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,9,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,7/2/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,9,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,7/3/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,9,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,7/4/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,1,0.57,1.14,1,10,1,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,7/7/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,10,0,1
Mt Ridge PAA Granny OFM,TP862382065584483,4700,7/8/2024,40.0081,-77.2749,Apples,Oriental Fruit Moth,Grapholita molesta,0,0.57,1.14,0,10,0,1
