Trap Name,QR Code,Trap ID,Date,adm2,Lat,Long,Crop,Scientific Name,Daily Average Count,Mid Thresh,High Thresh,Incremental Count,Cumulative Count,Actual Count,7 Day Cumulative
Peters Kennedy CM,TP862382065547902,4931,6/1/2024,Adams,40.0514,-77.1574,Apples,Cydia pomonella,0,0.14,0.43,0,18,9,10
Peters Kennedy CM,TP862382065547902,4931,6/2/2024,Adams,40.0514,-77.1574,Apples,Cydia pomonella,5,0.14,0.43,5,23,14,10
TP864499062050645,TP864499062050645,6065,5/18/2024,York,40.1244,-76.9353,Apples,Cydia pomonella,0,0.14,0.43,0,22,9,10
TP864499062050645,TP864499062050645,6065,6/16/2024,York,40.1244,-76.9353,Apples,Cydia pomonella,0,0.14,0.43,0,62,12,10
TP864499062050645,TP864499062050645,6065,6/17/2024,York,40.1244,-76.9353,Apples,Cydia pomonella,2,0.14,0.43,2,64,14,10
TP864499062050645,TP864499062050645,6065,6/18/2024,York,40.1244,-76.9353,Apples,Cydia pomonella,0,0.14,0.43,0,64,12,10
TP864499062050645,TP864499062050645,6065,6/19/2024,York,40.1244,-76.9353,Apples,Cydia pomonella,1,0.14,0.43,1,65,13,10
Weavers honeys cmpp,TP862382065573031,6159,5/18/2024,Berks,40.213,-75.9021,Apples,Cydia pomonella,0,0.14,0.43,0,12,6,10
Weavers honeys cmpp,TP862382065573031,6159,5/19/2024,Berks,40.213,-75.9021,Apples,Cydia pomonella,5,0.14,0.43,5,17,11,10
Weavers cm pp old shed,TP862382065572371,6161,6/2/2024,Berks,40.2132,-75.8988,Apples,Cydia pomonella,0,0.14,0.43,0,22,13,10
Weavers cm pp old shed,TP862382065572371,6161,7/6/2024,Berks,40.2132,-75.8988,Apples,Cydia pomonella,0,0.14,0.43,0,53,11,10
Weavers cm pp old shed,TP862382065572371,6161,7/7/2024,Berks,40.2132,-75.8988,Apples,Cydia pomonella,3,0.14,0.43,3,56,14,10
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/4/2024,Dauphin,40.2501,-76.7659,Apples,Cydia pomonella,0,0.14,0.43,0,107,47,10
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/5/2024,Dauphin,40.2501,-76.7659,Apples,Cydia pomonella,1,0.14,0.43,1,108,48,10
TP862382065547688,TP862382065547688,7287,7/11/2024,Dauphin,40.2508,-76.7628,Apples,Cydia pomonella,3,0.14,0.43,3,71,20,10
Keim Red Delicious cm,TP862382065571340,6153,6/16/2024,Berks,40.336,-75.6746,Apples,Cydia pomonella,0,0.14,0.43,0,79,29,10
Gala 95V,TP862382065568148,6148,5/21/2024,Berks,40.3766,-75.6985,Apples,Cydia pomonella,3,0.14,0.43,3,21,15,10
Gala 95V,TP862382065568148,6148,6/5/2024,Berks,40.3766,-75.6985,Apples,Cydia pomonella,1,0.14,0.43,1,37,2,10
Scholl orchard airstrip cm,TP862382065570128,5848,7/10/2024,Berks,40.6301,-75.8194,Apples,Cydia pomonella,0,0.14,0.43,0,65,6,10
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/3/2024,Centre,40.7598,-77.8813,Apples,Cydia pomonella,3,0.14,0.43,3,24,14,10
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/7/2024,Centre,40.7598,-77.8813,Apples,Cydia pomonella,0,0.14,0.43,0,27,14,10
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/8/2024,Centre,40.7598,-77.8813,Apples,Cydia pomonella,0,0.14,0.43,0,27,14,10
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/9/2024,Centre,40.7598,-77.8813,Apples,Cydia pomonella,1,0.14,0.43,1,28,15,10
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/10/2024,Centre,40.7607,-77.8821,Apples,Cydia pomonella,0,0.14,0.43,0,11,7,10
Lewis Bros CM,TP864499062054696,5655,5/12/2024,Berkeley,39.4279,-78.0479,Apples,Cydia pomonella,12,0.14,0.43,12,91,41,9
Lewis Bros CM,TP864499062054696,5655,7/8/2024,Berkeley,39.4279,-78.0479,Apples,Cydia pomonella,0,0.14,0.43,0,136,8,9
Lewis Bros CM,TP864499062054696,5655,7/10/2024,Berkeley,39.4279,-78.0479,Apples,Cydia pomonella,0,0.14,0.43,0,138,9,9
Lewis Bros CM,TP864499062054696,5655,7/11/2024,Berkeley,39.4279,-78.0479,Apples,Cydia pomonella,0,0.14,0.43,0,138,9,9
Kilmer Spray Shed CM,TP864499062059653,5653,5/7/2024,Berkeley,39.4281,-78.0479,Apples,Cydia pomonella,1,0.14,0.43,1,13,3,9
Kilmer Spray Shed CM,TP864499062059653,5653,6/8/2024,Berkeley,39.4281,-78.0479,Apples,Cydia pomonella,0,0.14,0.43,0,75,8,9
Kilmer Spray Shed CM,TP864499062059653,5653,6/14/2024,Berkeley,39.4281,-78.0479,Apples,Cydia pomonella,0,0.14,0.43,0,82,7,9
Kilmer Spray Shed CM,TP864499062059653,5653,6/24/2024,Berkeley,39.4281,-78.0479,Apples,Cydia pomonella,6,0.14,0.43,6,102,12,9
Kitchens Market Block CM,TP864499062060099,5650,6/25/2024,Washington,39.584,-77.9172,Apples,Cydia pomonella,0,0.14,0.43,0,140,1,9
Kitchens Market Block CM,TP864499062060099,5650,6/26/2024,Washington,39.584,-77.9172,Apples,Cydia pomonella,1,0.14,0.43,1,141,1,9
Barr Dads Block CM,TP864499062042345,5327,5/5/2024,Washington,39.6797,-77.5884,Apples,Cydia pomonella,0,0.14,0.43,0,17,5,9
Barr Dads Block CM,TP864499062042345,5327,5/6/2024,Washington,39.6797,-77.5884,Apples,Cydia pomonella,5,0.14,0.43,5,22,10,9
Barr Dads Block CM,TP864499062042345,5327,5/12/2024,Washington,39.6797,-77.5884,Apples,Cydia pomonella,2,0.14,0.43,2,28,10,9
Barr Dads Block CM,TP864499062042345,5327,6/14/2024,Washington,39.6797,-77.5884,Apples,Cydia pomonella,0,0.14,0.43,0,108,27,9
Barr Dads Block CM,TP864499062042345,5327,6/15/2024,Washington,39.6797,-77.5884,Apples,Cydia pomonella,2,0.14,0.43,2,110,29,9
Barr Dads Block CM,TP864499062042345,5327,6/18/2024,Washington,39.6797,-77.5884,Apples,Cydia pomonella,0,0.14,0.43,0,116,34,9
Barr Dads Block CM,TP864499062042345,5327,6/19/2024,Washington,39.6797,-77.5884,Apples,Cydia pomonella,0,0.14,0.43,0,116,30,9
Barr Dads Block CM,TP864499062042345,5327,6/21/2024,Washington,39.6797,-77.5884,Apples,Cydia pomonella,0,0.14,0.43,0,117,0,9
Barr Dads Block CM,TP864499062042345,5327,6/22/2024,Washington,39.6797,-77.5884,Apples,Cydia pomonella,0,0.14,0.43,0,117,0,9
Traceys CM,TP864499062048060,5668,5/12/2024,Franklin,39.7642,-77.6668,Apples,Cydia pomonella,0,0.14,0.43,0,36,20,9
Traceys CM,TP864499062048060,5668,5/13/2024,Franklin,39.7642,-77.6668,Apples,Cydia pomonella,1,0.14,0.43,1,37,21,9
Traceys CM,TP864499062048060,5668,5/14/2024,Franklin,39.7642,-77.6668,Apples,Cydia pomonella,1,0.14,0.43,1,38,22,9
Traceys CM,TP864499062048060,5668,5/17/2024,Franklin,39.7642,-77.6668,Apples,Cydia pomonella,0,0.14,0.43,0,40,21,9
Traceys CM,TP864499062048060,5668,5/25/2024,Franklin,39.7642,-77.6668,Apples,Cydia pomonella,0,0.14,0.43,0,49,22,9
Traceys CM,TP864499062048060,5668,5/26/2024,Franklin,39.7642,-77.6668,Apples,Cydia pomonella,0,0.14,0.43,0,49,21,9
Traceys CM,TP864499062048060,5668,5/27/2024,Franklin,39.7642,-77.6668,Apples,Cydia pomonella,2,0.14,0.43,2,51,23,9
Traceys CM,TP864499062048060,5668,6/15/2024,Franklin,39.7642,-77.6668,Apples,Cydia pomonella,0,0.14,0.43,0,94,3,9
Harlan Hess Packing House CM,TP862382065581109,5368,6/27/2024,Franklin,39.807,-77.6155,Apples,Cydia pomonella,14,0.14,0.43,14,67,24,9
Harlan Hess Eds Block CM,TP862382065572991,5348,5/14/2024,Franklin,39.8149,-77.5957,Apples,Cydia pomonella,0,0.14,0.43,0,45,22,9
Harlan Hess Eds Block CM,TP862382065572991,5348,5/18/2024,Franklin,39.8149,-77.5957,Apples,Cydia pomonella,0,0.14,0.43,0,51,23,9
Harlan Hess Eds Block CM,TP862382065572991,5348,5/24/2024,Franklin,39.8149,-77.5957,Apples,Cydia pomonella,4,0.14,0.43,4,60,9,9
Harlan Hess Eds Block CM,TP862382065572991,5348,5/25/2024,Franklin,39.8149,-77.5957,Apples,Cydia pomonella,6,0.14,0.43,6,66,15,9
Harlan Hess Eds Block CM,TP862382065572991,5348,7/16/2024,Franklin,39.8149,-77.5957,Apples,Cydia pomonella,3,0.14,0.43,3,171,32,9
GFS_RL_Woerner_CM1,TP864499062046395,6291,5/13/2024,Adams,39.8331,-77.3771,Apples,Cydia pomonella,2,0.14,0.43,2,13,7,9
GFS_RL_Woerner_CM1,TP864499062046395,6291,5/17/2024,Adams,39.8331,-77.3771,Apples,Cydia pomonella,2,0.14,0.43,2,21,13,9
Mt Ridge Speco CM,TP862382065542846,5312,7/11/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,60,10,9
Mt Ridge Speco CM,TP862382065542846,5312,7/12/2024,Adams,39.8338,-77.4145,Apples,Cydia pomonella,0,0.14,0.43,0,60,8,9
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,6/15/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,21,9,9
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,6/26/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,4,0.14,0.43,4,35,21,9
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,6/28/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,35,17,9
GFS_RL_Sharrah Orchards_CM2,TP864499062050793,6220,7/3/2024,Adams,39.8894,-77.3905,Apples,Cydia pomonella,0,0.14,0.43,0,40,1,9
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,6/1/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,13,7,9
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,6/10/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,3,0.14,0.43,3,34,25,9
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,6/18/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,1,0.14,0.43,1,44,31,9
GFS_RL_Deardorff_Apple_CM,TP864499062061261,6300,7/3/2024,Adams,39.8926,-77.3853,Apples,Cydia pomonella,0,0.14,0.43,0,61,0,9
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,6/2/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,37,22,9
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,6/22/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,52,23,9
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,7/12/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,2,0.14,0.43,2,88,11,9
GFS_RL_Sharrah Orchards_Hilltown_CM,TP864499062053441,6208,7/15/2024,Adams,39.8942,-77.3618,Apples,Cydia pomonella,0,0.14,0.43,0,89,12,9
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,6/28/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,26,12,9
GFS_RL_Flickinger_UpperYorks_CM,TP864499062056972,6034,6/29/2024,Adams,39.8998,-77.3602,Apples,Cydia pomonella,0,0.14,0.43,0,26,7,9
Peter Aville Back Block CM,TP862382065587080,4695,5/24/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,35,2,9
Peter Aville Back Block CM,TP862382065587080,4695,6/15/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,109,57,9
Peter Aville Back Block CM,TP862382065587080,4695,6/17/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,110,2,9
Peter Aville Back Block CM,TP862382065587080,4695,6/18/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,3,0.14,0.43,3,113,3,9
Peter Aville Back Block CM,TP862382065587080,4695,6/19/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,113,2,9
Peter Aville Back Block CM,TP862382065587080,4695,6/20/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,1,0.14,0.43,1,114,3,9
Peter Aville Back Block CM,TP862382065587080,4695,7/12/2024,Adams,39.9041,-77.3326,Apples,Cydia pomonella,0,0.14,0.43,0,137,17,9
Windside Labor Camp CM,TP862382065546045,4762,6/9/2024,Adams,39.9141,-77.3051,Apples,Cydia pomonella,0,0.14,0.43,0,101,6,9
Windside Labor Camp CM,TP862382065546045,4762,6/16/2024,Adams,39.9141,-77.3051,Apples,Cydia pomonella,2,0.14,0.43,2,112,15,9
Windside Labor Camp CM,TP862382065546045,4762,7/2/2024,Adams,39.9141,-77.3051,Apples,Cydia pomonella,8,0.14,0.43,8,131,15,9
Windside Labor Camp CM,TP862382065546045,4762,7/14/2024,Adams,39.9141,-77.3051,Apples,Cydia pomonella,0,0.14,0.43,0,147,29,9
Windside Below Town CM,TP862382065554171,4759,5/8/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,0,0.14,0.43,0,19,7,9
Windside Below Town CM,TP862382065554171,4759,5/9/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,7,0.14,0.43,7,26,14,9
Windside Below Town CM,TP862382065554171,4759,5/12/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,0,0.14,0.43,0,28,12,9
Windside Below Town CM,TP862382065554171,4759,5/13/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,0,0.14,0.43,0,28,12,9
Windside Below Town CM,TP862382065554171,4759,5/14/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,2,0.14,0.43,2,30,14,9
Windside Below Town CM,TP862382065554171,4759,5/19/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,5,0.14,0.43,5,42,25,9
Windside Below Town CM,TP862382065554171,4759,6/3/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,0,0.14,0.43,0,62,9,9
Windside Below Town CM,TP862382065554171,4759,6/5/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,1,0.14,0.43,1,64,11,9
Windside Below Town CM,TP862382065554171,4759,6/8/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,0,0.14,0.43,0,66,13,9
Windside Below Town CM,TP862382065554171,4759,6/9/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,0,0.14,0.43,0,66,13,9
Windside Below Town CM,TP862382065554171,4759,6/19/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,0,0.14,0.43,0,76,3,9
Windside Below Town CM,TP862382065554171,4759,6/20/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,1,0.14,0.43,1,77,4,9
Windside Below Town CM,TP862382065554171,4759,7/15/2024,Adams,39.9164,-77.2924,Apples,Cydia pomonella,2,0.14,0.43,2,93,11,9
Andrews CM,TP862382065584574,5382,7/14/2024,Franklin,39.9228,-77.827,Apples,Cydia pomonella,0,0.14,0.43,0,205,24,9
Andrews CM,TP862382065584574,5382,7/15/2024,Franklin,39.9228,-77.827,Apples,Cydia pomonella,0,0.14,0.43,0,205,24,9
GFS_RL_Wolf Farms_Heckenluber_CM1,TP864499062059687,5919,5/15/2024,Adams,39.9348,-77.2921,Apples,Cydia pomonella,0,0.14,0.43,0,25,19,9
GFS_RL_Wolf Farms_Heckenluber_CM1,TP864499062059687,5919,5/18/2024,Adams,39.9348,-77.2921,Apples,Cydia pomonella,0,0.14,0.43,0,28,22,9
GFS_RL_Wolf Farms_Heckenluber_CM1,TP864499062059687,5919,5/23/2024,Adams,39.9348,-77.2921,Apples,Cydia pomonella,3,0.14,0.43,3,37,28,9
GFS_RL_Wolf Farms_Heckenluber_CM1,TP864499062059687,5919,6/9/2024,Adams,39.9348,-77.2921,Apples,Cydia pomonella,0,0.14,0.43,0,48,21,9
GFS_RL_Wolf Farms_Heckenluber_CM1,TP864499062059687,5919,6/13/2024,Adams,39.9348,-77.2921,Apples,Cydia pomonella,4,0.14,0.43,4,59,11,9
Peters Excelscior CM,TP862382065548520,4861,5/18/2024,Adams,39.9421,-77.3158,Apples,Cydia pomonella,0,0.14,0.43,0,19,16,9
Peters Excelscior CM,TP862382065548520,4861,5/19/2024,Adams,39.9421,-77.3158,Apples,Cydia pomonella,0,0.14,0.43,0,19,16,9
Peters Excelscior CM,TP862382065548520,4861,5/20/2024,Adams,39.9421,-77.3158,Apples,Cydia pomonella,2,0.14,0.43,2,21,18,9
Peters Excelscior CM,TP862382065548520,4861,5/21/2024,Adams,39.9421,-77.3158,Apples,Cydia pomonella,1,0.14,0.43,1,22,19,9
Peters Excelscior CM,TP862382065548520,4861,5/23/2024,Adams,39.9421,-77.3158,Apples,Cydia pomonella,3,0.14,0.43,3,27,24,9
Peters Excelscior CM,TP862382065548520,4861,7/13/2024,Adams,39.9421,-77.3158,Apples,Cydia pomonella,0,0.14,0.43,0,107,16,9
GFS_RL_Forresters_Upper_CM,TP864499062058127,5987,5/17/2024,Franklin,39.9465,-77.5561,Apples,Cydia pomonella,4,0.14,0.43,4,21,14,9
GFS_RL_Forresters_Upper_CM,TP864499062058127,5987,7/5/2024,Franklin,39.9465,-77.5561,Apples,Cydia pomonella,0,0.14,0.43,0,117,0,9
GFS_RL_Forresters_Upper_CM,TP864499062058127,5987,7/6/2024,Franklin,39.9465,-77.5561,Apples,Cydia pomonella,0,0.14,0.43,0,117,0,9
GFS_RL_Forresters_Upper_CM,TP864499062058127,5987,7/7/2024,Franklin,39.9465,-77.5561,Apples,Cydia pomonella,1,0.14,0.43,1,118,1,9
Mt Ridge 8G CM,TP862382065541202,4855,6/15/2024,Adams,39.9487,-77.2902,Apples,Cydia pomonella,3,0.14,0.43,3,90,49,9
Mt Ridge 8G CM,TP862382065541202,4855,7/10/2024,Adams,39.9487,-77.2902,Apples,Cydia pomonella,0,0.14,0.43,0,140,7,9
Mt Ridge 8G CM,TP862382065541202,4855,7/14/2024,Adams,39.9487,-77.2902,Apples,Cydia pomonella,4,0.14,0.43,4,148,15,9
GFS_RL_Wolf Farms_Trench and Pine_CM,TP864499062064299,6228,6/18/2024,Adams,39.9579,-77.3203,Apples,Cydia pomonella,0,0.14,0.43,0,59,14,9
Mt Ridge Horseshoe CM,TP862382065554429,4851,5/24/2024,Adams,39.9584,-77.3193,Apples,Cydia pomonella,0,0.14,0.43,0,18,1,9
Mt Ridge Horseshoe CM,TP862382065554429,4851,6/20/2024,Adams,39.9584,-77.3193,Apples,Cydia pomonella,3,0.14,0.43,3,89,12,9
Mt Ridge Horseshoe CM,TP862382065554429,4851,7/14/2024,Adams,39.9584,-77.3193,Apples,Cydia pomonella,2,0.14,0.43,2,131,14,9
GFS_RL_Forrester_Big Yorks_CM,TP864499062063408,5980,5/21/2024,Franklin,39.9642,-77.5475,Apples,Cydia pomonella,0,0.14,0.43,0,106,23,9
GFS_RL_Forrester_Big Yorks_CM,TP864499062063408,5980,5/22/2024,Franklin,39.9642,-77.5475,Apples,Cydia pomonella,0,0.14,0.43,0,106,4,9
Mt Ridge Home Gala CM,TP862382065546698,4849,5/26/2024,Adams,39.9649,-77.3134,Apples,Cydia pomonella,6,0.14,0.43,6,25,8,9
Mt Ridge Home Gala CM,TP862382065546698,4849,6/16/2024,Adams,39.9649,-77.3134,Apples,Cydia pomonella,3,0.14,0.43,3,99,47,9
Mt Ridge SAS CM,TP862382065553611,4837,5/24/2024,Adams,39.9659,-77.3583,Apples,Cydia pomonella,0,0.14,0.43,0,162,26,9
Mt Ridge SAS CM,TP862382065553611,4837,5/25/2024,Adams,39.9659,-77.3583,Apples,Cydia pomonella,31,0.14,0.43,31,193,31,9
Mt Ridge SAS Pink Lady CM,TP862382065552654,4839,7/1/2024,Adams,39.9684,-77.3576,Apples,Cydia pomonella,0,0.14,0.43,0,197,3,9
Mt Ridge SAS Pink Lady CM,TP862382065552654,4839,7/2/2024,Adams,39.9684,-77.3576,Apples,Cydia pomonella,0,0.14,0.43,0,197,3,9
Mt Ridge SAS Pink Lady CM,TP862382065552654,4839,7/8/2024,Adams,39.9684,-77.3576,Apples,Cydia pomonella,2,0.14,0.43,2,208,11,9
GFS_RL_Forresters_Left_CM,TP864499062055263,5993,6/16/2024,Franklin,39.9686,-77.5423,Apples,Cydia pomonella,8,0.14,0.43,8,176,58,9
Garretson Apple Blossom 2 CM,TP864499062061592,5259,5/14/2024,Adams,39.9772,-77.2516,Apples,Cydia pomonella,2,0.14,0.43,2,19,10,9
Garretson Apple Blossom 2 CM,TP864499062061592,5259,5/19/2024,Adams,39.9772,-77.2516,Apples,Cydia pomonella,0,0.14,0.43,0,21,11,9
Garretson Apple Blossom 2 CM,TP864499062061592,5259,5/20/2024,Adams,39.9772,-77.2516,Apples,Cydia pomonella,0,0.14,0.43,0,21,11,9
Mt Ridge Bens CM,TP862382065543885,4845,6/13/2024,Adams,39.9783,-77.3276,Apples,Cydia pomonella,0,0.14,0.43,0,25,11,9
Mt Ridge Rex Idared CM 2,TP862382065542192,6146,6/27/2024,Adams,39.9818,-77.3167,Apples,Cydia pomonella,11,0.14,0.43,11,222,29,9
Garretson School House CM,TP862382065584400,4748,6/4/2024,Adams,39.9855,-77.2447,Apples,Cydia pomonella,0,0.14,0.43,0,134,39,9
Garretson School House CM,TP862382065584400,4748,6/11/2024,Adams,39.9855,-77.2447,Apples,Cydia pomonella,0,0.14,0.43,0,143,37,9
Garretson School House CM,TP862382065584400,4748,6/12/2024,Adams,39.9855,-77.2447,Apples,Cydia pomonella,4,0.14,0.43,4,147,41,9
Garretson School House CM,TP862382065584400,4748,6/13/2024,Adams,39.9855,-77.2447,Apples,Cydia pomonella,0,0.14,0.43,0,147,34,9
Garretson School House CM,TP862382065584400,4748,6/27/2024,Adams,39.9855,-77.2447,Apples,Cydia pomonella,0,0.14,0.43,0,177,0,9
Garretson Mt Tabor Rome CM,TP862382065557760,4751,5/17/2024,Adams,40,-77.2583,Apples,Cydia pomonella,1,0.14,0.43,1,23,20,9
Garretson Mt Tabor Rome CM,TP862382065557760,4751,5/20/2024,Adams,40,-77.2583,Apples,Cydia pomonella,1,0.14,0.43,1,25,22,9
Garretson Mt Tabor Barn CM,TP862382065562810,4753,6/20/2024,Adams,40.0018,-77.2547,Apples,Cydia pomonella,0,0.14,0.43,0,44,2,9
Garretson Mt Tabor Barn CM,TP862382065562810,4753,6/21/2024,Adams,40.0018,-77.2547,Apples,Cydia pomonella,4,0.14,0.43,4,48,6,9
Garretson Mt Tabor Barn CM,TP862382065562810,4753,6/30/2024,Adams,40.0018,-77.2547,Apples,Cydia pomonella,6,0.14,0.43,6,64,9,9
Steve Showers CM,TP862382065558909,4756,5/27/2024,Adams,40.0079,-77.2237,Apples,Cydia pomonella,1,0.14,0.43,,20,,9
Steve Showers CM,TP862382065558909,4756,5/28/2024,Adams,40.0079,-77.2237,Apples,Cydia pomonella,1,0.14,0.43,2,22,10,9
Steve Showers CM,TP862382065558909,4756,7/1/2024,Adams,40.0079,-77.2237,Apples,Cydia pomonella,3,0.14,0.43,3,97,7,9
Steve Showers CM,TP862382065558909,4756,7/2/2024,Adams,40.0079,-77.2237,Apples,Cydia pomonella,0,0.14,0.43,0,97,6,9
Steve Showers CM,TP862382065558909,4756,7/10/2024,Adams,40.0079,-77.2237,Apples,Cydia pomonella,0,0.14,0.43,0,106,13,9
Steve Showers CM,TP862382065558909,4756,7/11/2024,Adams,40.0079,-77.2237,Apples,Cydia pomonella,0,0.14,0.43,0,106,3,9
Steve Showers CM,TP862382065558909,4756,7/12/2024,Adams,40.0079,-77.2237,Apples,Cydia pomonella,0.5,0.14,0.43,,106,,9
Niel Starner CM,TP862382065578063,4701,6/7/2024,Adams,40.0094,-77.277,Apples,Cydia pomonella,0,0.14,0.43,0,21,4,9
Niel Starner CM,TP862382065578063,4701,6/8/2024,Adams,40.0094,-77.277,Apples,Cydia pomonella,1,0.14,0.43,1,22,5,9
Lerew Upper Farm Pink Lady - CM,TP862382065587213,6811,5/25/2024,Adams,40.0399,-77.133,Apples,Cydia pomonella,1,0.14,0.43,1,11,8,9
Peters Bin Repair G Gold Megalure AA CM 2,TP862382065585035,6154,5/22/2024,Adams,40.0413,-77.1613,Apples,Cydia pomonella,2,0.14,0.43,2,19,12,9
Peters Bin Repair G Gold Megalure AA CM 2,TP862382065585035,6154,5/25/2024,Adams,40.0413,-77.1613,Apples,Cydia pomonella,1,0.14,0.43,1,22,1,9
Peters Bin Repair G Gold Megalure AA CM 2,TP862382065585035,6154,5/29/2024,Adams,40.0413,-77.1613,Apples,Cydia pomonella,1,0.14,0.43,1,27,6,9
Peters Bin Repair G Gold Megalure AA CM 2,TP862382065585035,6154,6/16/2024,Adams,40.0413,-77.1613,Apples,Cydia pomonella,1,0.14,0.43,1,62,36,9
Peters Bin Repair G Gold Megalure AA CM 2,TP862382065585035,6154,6/20/2024,Adams,40.0413,-77.1613,Apples,Cydia pomonella,2,0.14,0.43,2,69,7,9
Peters Bin Repair G Gold Megalure AA CM 2,TP862382065585035,6154,6/24/2024,Adams,40.0413,-77.1613,Apples,Cydia pomonella,0,0.14,0.43,0,71,5,9
Peters Bin Repair G Gold Megalure AA CM 2,TP862382065585035,6154,6/25/2024,Adams,40.0413,-77.1613,Apples,Cydia pomonella,1,0.14,0.43,1,72,6,9
Peters Market Block Megalure AA CM 2,TP862382065571431,6157,5/30/2024,Adams,40.04764,-77.152,Apples,Cydia pomonella,0,0.14,0.43,0,43,9,9
Peters Market Block Megalure AA CM 2,TP862382065571431,6157,5/31/2024,Adams,40.04764,-77.152,Apples,Cydia pomonella,5,0.14,0.43,5,48,14,9
Peters Market Block Megalure AA CM 2,TP862382065571431,6157,6/26/2024,Adams,40.04764,-77.152,Apples,Cydia pomonella,0,0.14,0.43,0,87,9,9
Peters Market Block Megalure AA CM 2,TP862382065571431,6157,6/27/2024,Adams,40.04764,-77.152,Apples,Cydia pomonella,4,0.14,0.43,4,91,13,9
Peters Market Block Megalure AA CM 2,TP862382065571431,6157,6/29/2024,Adams,40.04764,-77.152,Apples,Cydia pomonella,0,0.14,0.43,0,91,0,9
GFS_RL_DS_Apples_CM,TP864499062063523,6050,6/30/2024,Adams,40.0478,-77.0973,Apples,Cydia pomonella,0,0.14,0.43,0,26,1,9
GFS_RL_DS_Apples_CM,TP864499062063523,6050,7/1/2024,Adams,40.0478,-77.0973,Apples,Cydia pomonella,2,0.14,0.43,2,28,3,9
GFS_RL_DS_Apples_CM,TP864499062063523,6050,7/9/2024,Adams,40.0478,-77.0973,Apples,Cydia pomonella,0,0.14,0.43,0,37,11,9
GFS_RL_DS_Apples_CM,TP864499062063523,6050,7/10/2024,Adams,40.0478,-77.0973,Apples,Cydia pomonella,0,0.14,0.43,0,37,10,9
Peters Kennedy CM,TP862382065547902,4931,6/5/2024,Adams,40.0514,-77.1574,Apples,Cydia pomonella,0,0.14,0.43,,26,,9
Peters Kennedy CM,TP862382065547902,4931,6/6/2024,Adams,40.0514,-77.1574,Apples,Cydia pomonella,0,0.14,0.43,0,26,14,9
