Trap Name,QR Code,Trap ID,Date,adm2,Lat,Long,Crop,Common Name,Scientific Name,Daily Average Count,Mid Thresh,High Thresh,Incremental Count,Cumulative Count,Actual Count,7 Day Cumulative
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/5/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,7,3,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/6/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,7,3,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/8/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,9,5,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/11/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,10,5,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/30/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,67,34,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/31/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,67,32,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/1/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,67,32,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/2/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,67,30,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/3/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,67,28,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/4/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,3,0.14,0.43,3,70,31,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/9/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,73,28,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/12/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,75,24,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/13/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,75,24,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/14/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,3,0.14,0.43,3,78,27,5
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,7/4/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,87,1,5
PSU_BERKS_CMDAC_APPLES_1,TP862382065571092,6333,6/4/2024,Berks,40.3337,-75.6654,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,8,5,5
PSU_BERKS_CMDAC_APPLES_1,TP862382065571092,6333,6/5/2024,Berks,40.3337,-75.6654,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,8,4,5
PSU_BERKS_CMDAC_APPLES_1,TP862382065571092,6333,6/6/2024,Berks,40.3337,-75.6654,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,9,5,5
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/17/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,3,0.14,0.43,3,24,18,5
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/22/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,26,17,5
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/23/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,26,15,5
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/24/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,26,15,5
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,7/5/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,43,0,5
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,7/6/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,43,0,5
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,7/7/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,45,2,5
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,7/8/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,45,2,5
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/25/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,11,2,5
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/26/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,11,2,5
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/27/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,4,0.14,0.43,4,15,6,5
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/12/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,29,16,5
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/19/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,36,18,5
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/27/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,14,0.14,0.43,14,55,23,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/5/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,5,3,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/6/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,5,3,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/7/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,6,4,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/8/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,4,0.14,0.43,4,10,8,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/17/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,17,11,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/19/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,18,10,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/20/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,18,7,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/21/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,19,8,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/23/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,19,6,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/11/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,27,6,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/12/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,27,6,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/16/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,30,7,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/17/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,30,6,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/20/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,32,6,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/21/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,32,6,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/22/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,32,6,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/25/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,35,9,5
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,7/16/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,49,7,5
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/22/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,14,9,5
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/23/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,15,10,5
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,7/1/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,20,0,5
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,7/2/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,21,1,5
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,7/3/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,21,1,5
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,7/4/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,22,2,5
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,5/1/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,4.5,0.14,0.43,,4,,4
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,5/2/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,4.5,0.14,0.43,9,13,13,4
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,5/26/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,96,49,4
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,5/27/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,97,50,4
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/10/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,112,42,4
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/13/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,112,36,4
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/14/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,112,30,4
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/17/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,116,30,4
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/18/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,117,31,4
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/7/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,8,4,4
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/9/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,9,4,4
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/10/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,10,5,4
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/18/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,79,21,4
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/19/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,79,19,4
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/20/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,79,18,4
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/21/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,81,20,4
PSU_BERKS_CMDAC_APPLES_1,TP862382065571092,6333,5/31/2024,Berks,40.3337,-75.6654,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,5,2,4
PSU_BERKS_CMDAC_APPLES_1,TP862382065571092,6333,6/1/2024,Berks,40.3337,-75.6654,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,7,4,4
PSU_BERKS_CMDAC_APPLES_1,TP862382065571092,6333,6/2/2024,Berks,40.3337,-75.6654,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,7,4,4
PSU_BERKS_CMDAC_APPLES_1,TP862382065571092,6333,6/3/2024,Berks,40.3337,-75.6654,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,8,5,4
PSU_BERKS_CMDAC_APPLES_1,TP862382065571092,6333,6/7/2024,Berks,40.3337,-75.6654,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,9,4,4
PSU_BERKS_CMDAC_APPLES_1,TP862382065571092,6333,6/8/2024,Berks,40.3337,-75.6654,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,9,4,4
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,6/20/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,26,18,4
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/11/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,29,16,4
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,7/7/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,59,3,4
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,7/9/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,60,4,4
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,7/10/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,60,4,4
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,7/11/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,61,5,4
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,7/12/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,61,5,4
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,5/16/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,16,10,4
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/9/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,25,5,4
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/10/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,27,7,4
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/13/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,27,5,4
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/14/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,27,5,4
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/15/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,3,0.14,0.43,3,30,8,4
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/19/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,32,8,4
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,6/26/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,6,0.14,0.43,6,41,15,4
PSU_CENTRE_CMDAC_APPLES_1,TP862382065548868,6091,7/13/2024,Centre,40.7607,-77.8821,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,46,5,4
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/3/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,7,5,4
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/7/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,8,5,4
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/18/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,12,8,4
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/19/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,12,8,4
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/26/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,16,7,4
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,6/27/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,4,0.14,0.43,4,20,11,4
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,7/7/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,24,4,4
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,7/8/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,24,4,4
PSU_CENTRE_CMDAC_APPLES_2,TP862382065550062,6093,7/9/2024,Centre,40.7623,-77.8829,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,24,4,4
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,5/28/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,97,48,3
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/15/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,3,0.14,0.43,3,115,33,3
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/23/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,118,0,3
PSU_DAUPHIN_CMDAC_APPLES_3,TP862382065579277,6007,6/24/2024,Dauphin,40.2501,-76.7659,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,118,0,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/2/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,5,2,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/3/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,5,2,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/4/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,7,4,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/12/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,10,5,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/13/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,10,4,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,5/14/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,9,0.14,0.43,9,19,13,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/6/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,70,25,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/7/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,70,25,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/8/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,2,0.14,0.43,2,72,27,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/22/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,81,20,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/23/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,81,0,3
PSU_DAUPHIN_CMDAC_APPLES_1,TP862382065585415,6005,6/27/2024,Dauphin,40.2536,-76.7684,Apples,Codling moth,Cydia pomonella,5,0.14,0.43,5,87,6,3
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/15/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,14,10,3
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/16/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,14,9,3
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/17/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,14,9,3
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/18/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,,14,,3
PSU_BERKS_CMDAC_APPLES_2,TP862382065550526,6335,6/19/2024,Berks,40.335,-75.6686,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,14,9,3
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,7/12/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,46,2,3
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,7/13/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,46,2,3
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,7/14/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,47,3,3
PSU_BERKS_CMDAC_APPLES_3,TP862382065571126,7647,7/16/2024,Berks,40.3354,-75.6696,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,48,4,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/9/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,3,0,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/10/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,3,0,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/11/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,3,0,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/14/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,5,2,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/15/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,6,3,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/16/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,6,3,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/17/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,6,3,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/18/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,6,3,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/19/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,6,2,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,5/20/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,6,2,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/13/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,29,16,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/15/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,30,16,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/16/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,4,0.14,0.43,4,34,20,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/24/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,37,9,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,6/25/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,4,0.14,0.43,4,41,13,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,7/6/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,59,3,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,7/8/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,60,4,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,7/13/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,1,0.14,0.43,1,62,6,3
PSU_CENTRE_CMDAC_APPLES_3,TP862382065565474,6097,7/14/2024,Centre,40.7598,-77.8813,Apples,Codling moth,Cydia pomonella,0,0.14,0.43,0,62,6,3
